artist;title;lyrics
Pedro Guerra;Pasaba por aquí;  La hora fue, sin duda Lo que me hizo subir Al ver aún encendida La luz en la ventana de David  No pienses que te espío No llego a ser tan ruin Es torpe que tú creas Que quiero sorprenderte en un desliz Y, bien, qué tontería No soy nada sutil  Si yo solo pasaba Pasaba por aquí Pasaba por aquí Ningún teléfono cerca y no lo pude resistir Pasaba por aquí  ¿Qué esperas que te cuente? Hay poco que decir Tal vez me vaya un tiempo No aguanto este coñazo de Madrid Te veo muy distinta ¿Es nuevo ese carmín? Estás mucho más guapa ¿Será que te embellece ser feliz? Qué cosas se me ocurren Todo esto es tan pueril  Si yo solo pasaba…  Pasaba por aquí Pasaba por aquí Ningún teléfono cerca y no lo pude resistir [3 veces]  Pasaba por aquí  
Pedro Guerra;Peter Pan;  Peter Pan buscaba a su madre En las mil mujeres del aire Y se acostó con ellas Y se cansó de ellas Dejando en la mejilla El beso gris del dolor Peter Pan horror del pirata Y sus sentimientos de lata Buscando aquel abrazo El nido de unos brazos En todas las mujeres Con las que descansó Peter Pan niño loco Cuándo aprenderás a vivir solo Peter Pan niño dulce Algo siempre habrá que no te guste Peter Pan nadie llega Y hay que ser feliz en la escalera Peter Pan niño inquieto Cuándo aprenderás a estarte quieto  Peter Pan buscando a su madre En la luz de todos los bares No encuentra la sonrisa Pegada en su camisa De aquella la que un día le tapaba los pies  Peter Pan niño...  Peter Pan con un niño dentro Tan tan débil tan tan pequeño No encuentra su medida Y se le va la vida Buscando a la mujer Que nunca habrá de encontrar  
Pedro Guerra;Piensa en mi;"  Si tienes un hondo penar Piensa en mí; Si tienes ganas de llorar Piensa en mí  Ya ves que venero Tu imagen divina Tu párvula boca Que siendo tan niña Me enseñó a pecar  Piensa en mí Cuando sufras Cuando llores También piensa en mí  Cuando quieras Quitarme la vida No la quiero, para nada Para nada me sirve sin ti  Piensa en mí...  "
Pedro Guerra;Pobres;  Pobres 3.000 millones de pobres Ciudades llenas de pobres Por todas partes Pobres Como caídos al suelo Pobre en todo momento Por todas partes Y ellas Mucho más pobres que pobres Las más pobres entre los pobres  Pobres Deteriorados y ausentes Pobres de cuerpo presente Por todas partes Pobres Llenando todo el espacio Pobres y desheredados Por todas partes  Y ellas Muchos más pobres que pobres Las más pobres entre los pobres Y ellas Muchos más pobres que pobres Las más pobres entre los pobres  Pobres 3.000 millones de pobres Ciudades llenas de pobres Por todas partes Pobres Creciendo a pasos gigantes En el abrazo de nadie Por todas partes  Y ellas Mucho más pobres que pobres Las más pobres entre los pobres  Partidas de un rayo Excluidas del cielo Vencidas de brazos Negadas a un vuelo Escondidas de todo Asaltadas de nada Tapadas de ojos Pobres y desheredadas Pobres y desheredadas  Y ellas Mucho más pobres que pobres Las más pobres entre los pobres  
Pedro Guerra;Pregunta Por Ti;  Pregunta por ti Se acuerda de ti Conoce las calles y todo de ti Enciende una hoguera De amor para ti Te envía postales y llora por ti  Y a quién le importa Si eres redondo Como una pelota Tuerces la vista Calzas cincuenta O eres más alto Que todas las puertas  Quiere que vayas Con ella al mercado Comprar una bolsa de fruta Quiere morir De morder el pecado  Pregunta por ti Se acuerda de ti Conoce las calles y todo de ti Enciende una hoguera De amor para ti Te envía postales y llora por ti  Y a quién le importa Si eres pesado Aunque no se te nota Débil, oscuro Borde, cobarde Torpe, que pierdes El ritmo en el baile Quiere que vayas Con ella a los cines Comprar un paquete De nada Y que apaguen la luz Y morir abrazada  Y en su soledad Es como tú Inventa historias Como tú Y es ya tu novia Y está encantada Tu primavera Tu enamorada  Quiere que vayas Con ella hasta el río Y buscar a la bruja del bosque Que sabe cosas De amor y esos líos  
Pedro Guerra;Primera Morna;  Tus pechos recién nacidos Mis dedos recién nacidos La casa, los bares Donde nos vimos Y el sudor envuelto en piel Tu cuerpo bebiendo el mío Mi cuerpo que ya ha bebido Olores, paisajes La lluvia, el frío Y tus labios en mi sed  Eso quedará Aunque caigan las hojas Eso quedará Aunque vuelva a vivir Eso quedará Amarrado a mi sombra Eso quedará En mí  Tus ojos como un espejo Mis ojos en tu reflejo La playa, la luna Aquellos besos Con olor a arena y sal Tus años que eran tan pocos Mis años que eran tan pocos El tiempo que pasa Y el amistoso corazón Que ya no está  Eso quedará Aunque caigan las hojas Eso quedará Aunque vuelva a vivir Eso quedará Amarrado a mi sombra Eso quedará En mí  
Pedro Guerra;Quiere;  Quiere que no midas cada paso Quiere que no des pasos de más Quiere que la quieras Y le enseñes dónde queda La felicidad Quiere que la abraces y la calmes Quiere que la dejes descansar Quiere que sonrías Y le cures las heridas De la soledad  Quiere todo el tiempo Para respirar Y que respires Tiempo para dar Cuidar Cuidarte y que la cuides Tiempo Para amar tu amor Amar su amor Y amar, armar Y amarte amor  Quiere que le des espacio y tiempo Quiere que le cuentes tu dolor Quiere que la quieras Y encender como una hoguera Toda su pasión Quiere que la amarres a tus besos En el paladar de tu sabor Quiere que sonrías Y sentirse protegida De tu corazón  Quiere todo el tiempo Para respirar Y que respires Tiempo para dar Cuidar Cuidarte y que la cuides Tiempo Para amar tu amor Amar su amor Y amar, armar Y amarte amor  
Pedro Guerra;Quisiera saber;  Del sol sólo sé que es de luz y fuego Del mar que al final se convierte en hielo No puedo entender la guerra y las cruces  Del pan sólo sé que lo amasa el trigo Y sé que en el bosque hay un ciervo herido Quisiera saber cuándo no se sufre  Yo sé que la luna no da la cara Y sé que el presente ayer fue mañana Yo sé que que al final solo quedan huesos Y se que en los ojos vive el misterio Quisiera saber cuándo no se sufre Cuándo no se sufre  De Dios sólo sé que ha llegado tarde Y sé que el papel si lo prendes arde No puedo entender la ciudad sin luces  Yo sé que la lluvia lo moja todo Y sé que no hay vida en un cuerpo solo Quisiera saber cuándo no se sufre  Yo sé que la luna no da la cara Y sé que el presente ayer fue mañana Yo sé que que al final solo quedan huesos Y se que en los ojos vive el misterio Quisiera saber cuándo no se sufre Cuándo no se sufre  Yo sé que el invierno es un árbol muerto Y sé que la vida es un algo incierto Quisiera saber cuándo no se sufre Cuándo no se sufre (x2)  
Pedro Guerra;Raíz;  Raíz que debo a mis viejos A mis hijos y a los besos Que me guardo y que no di  Raíz que busco y no encuentro Que vive oculta en los versos Que no escribo y que perdí  Raíz de todos nosotros Raíz que aguarda en los ojos Que hacen guardia para ver  Raíz abierta a la vida Raíz hoguera y guarida Raíz que está por hacer  ¿Sin esa raíz Qué será?  Raíz dormida en la tierra Raíz que enreda mis piernas Y me toca el corazón  Raíz que gana mis guerras La guerra contra la guerra Y el estado del dolor  Raíz de toda la gente Raíz que esquiva la muerte Que me enseña dónde ir  Raíz que roza lo incierto Raíz que abrazo y me invento Para así sobrevivir  ¿Sin esa raíz Qué será?  
Pedro Guerra;Rap-A-Duras-Penas;  Bailar es divertido y te gusta cantidad Y si empiezas a moverte no te puedes parar Así mientras te mueves yo te voy a contar La historia de un muchacho de un negrito del rap  Negrito de los barrios que tienen mucho swing Que viven en la calle y se saben divertir Un negro de ese sitio que le dicen Nueva York Donde inventan las cosas que después me compro yo  Me gusta el swing que tiene el rap Vocero periodista de la marginalidad Bailar es bueno bailar es calidad Pero bailar como los negros sin dejar de pensar Bailemos divertido diciendo lo que hay Hagámosle honor a su carnet de identidad  Porque es una pena que una cosa que no es boba La coje un tipo y la convierte en moda Porque es una pena que una cosa que no es boba La coje un tipo y la convierte en moda  Pero volvamos al tema del muchacho de color Que bailaba rap en la ciudad de N.Y Y dijo no está bien los muchachos se esfuman Se mueren del caballo que pasa por la aguja Y dijo los nombres de algunos camellos Y así fue que acabó con la soga al cuello Así de duro nació este rap Nació para denuncia de la marginalidad  Así de duro nació este rap Nació para denuncia de la marginalidad  Me gusta el swing que tiene el rap Vocero periodista de la marginalidad Bailar es bueno bailar es calidad Pero bailar como los negros sin dejar de pensar Bailemos divertido diciendo lo que hay Hagámosle honor a su carnet de identidad  Porque al rap si le pones celofán en la envoltura En vez de rap será una rapadura Porque al rap si le pones celofán en la envoltura En vez de rap será una rapadura  Y este rap que yo canto no es rap rapadura Es un rap a duras penas, es un rap... Y este rap que yo canto no es rap rapadura Es un rap a duras penas, es un rap...  Y este rap que yo canto no es rap rapadura Es un rap a duras penas, es un rap...  (Rapadura: dulce típico de la isla de La Palma que se vende envuelto en un papel de celofán)  
Pedro Guerra;Rayas;  Domingo pintó una raya con sus creyones y quiso ver Y vio cuanto quiso y luego pintó más rayas en la pared Domingo pintó una casa con una fuente y se fue a beber Y el agua eran muchas rayas de un sol de rayas en el papel  Y vio una serpiente durmiendo a un dragón Y vio mil ciudades en su corazón Y vio una jirafa cayendo en la red Del oso de azúcar y un río de pie  Elena pintó la lluvia lloviendo lenta sobre el papel Y vio cuanto quiso y luego pintó más lluvias en la pared Elena pintó la lluvia con cuatro rayas color de flan Y luego pintó tambores con otras rayas y mucho más  Y vio una muchacha bailando en el mar Los ojos bañados de profundidad Y vio una sonrisa de musgo y color Y un líquen que nace de su corazón  Cuando quieras ver verás, todo lo que imaginaste Cuanto quieras ver verás, todo aquello que soñaste  María pintó una raya sobre la raya que otro pintó Y dijo que era una foca bailando al ritmo de una ilusión Y vio a Blancanieves morena de piel Y el bosque encantado y la abeja en la miel  Cuando quieras ver verás, todo lo que imaginaste Cuanto quieras ver verás, todo aquello que soñaste  Las cosas que hemos vivido ya nunca fueron más lo que son Las cosas son como rayas y cada uno vio lo que vio Las cosas que hemos vivido ya nunca fueron más lo que son Las cosas son como rayas y cada uno vio lo que vio  Cuando quieras ver verás, todo lo que imaginaste Cuanto quieras ver verás, todo aquello que soñaste Cuando quieras ver verás, todo lo que imaginaste Cuanto quieras ver verás, todo aquello que soñaste  
Pedro Guerra;Rosario;  Rosario 18 lunas y dos muchachos Uno en su vientre, otro jugando Jugando a su alrededor  Rosario Prepara el fuego, carga la leña Moliendo el trigo Rosario espera Espera que salga el sol 18 lunas, niños jugando Niña Rosario cargando leña Moliendo el trigo, Rosario juega Moliendo el trigo, Rosario juega  Rosario Leche de madre para los hijos Uno que viene, otro crecido Jugando a su alrededor  ¿Cuántos parirá? ¿Cuántos crecerán? ¿Cuántos al final se lograrán? ¿Quién resistirá? ¿Quién abrigará? ¿Cuántos al final se lograrán?  ¿Cuántos parirá? ¿Cuántos crecerán? ¿Cuántos al final se lograrán? ¿Quién resistirá? ¿Quién abrigará? ¿Cuántos al final se lograrán?  Rosario Rosario imenta, cargando el agua Cortando leña Rosario aguanta Y espera que salga el sol  Leche de madre para los hijos Niña Rosario cargando leña Moliendo trigo Rosario juega Moliendo trigo Rosario juega  ¿Cuántos parirá? ¿Cuántos crecerán? ¿Cuántos al final se lograrán? ¿Quién resistirá? ¿Quién abrigará? ¿Cuántos al final se lograrán?  ¿Cuántos parirá? ¿Cuántos crecerán? ¿Cuántos al final se lograrán? ¿Quién resistirá? ¿Quién abrigará? ¿Cuántos al final se lograrán?  Rosario, Rosario...  
Pedro Guerra;Se Casaron Las Chicas;"  Miel y canela tendido al sol Y África en los ojos como dice la canción Alguna estrella nos vio cantar Todas las canciones del país que mira al mar Hay un horizonte para mal o para bueno  La luna nueva nos vio reír Y éramos felices esperando el porvenir Todos en un corro repasábamos los sueños  Se casaron las chicas con los chicos después Se acabaron los besos, y el verano se fue  Tus labios dulces como melón Húmedos y sabios para el verbo y el amor No eran edades para sufrir Pero ya elegías una forma de vivir Hay un horizonte para mal o para bueno  Miel y canela tu piel al sol Y algo de los Eagles para abrirte el corazón Todos en un corro repasábamos los sueños  Se casaron las chicas con los chicos después Se acabaron los besos, y el verano se fue  Alguien me cuenta ""¿cómo te va?"" ""tienes muchos hijos y otra forma de mirar"" ""No era ni príncipe, ni era azul Y como por encanto se apagó toda su luz"" Hay un horizonte para mal o para bueno  ""¿No es tarde acaso para correr?"" ""hay algunas calles donde puedes escoger"" Todos en un corro repasábamos los sueños  Se casaron las chicas con los chicos después Se acabaron los besos y el verano se fue  "
Pedro Guerra;Se enamoró de un río;  Se enamoró de un río Del cristalino mirar De sus ojos anfibios  Se enamoró de un río De la promesa final De un descanso marino  Y acarició la arena Y se abrazó a la espuma Del manantial Cabello de su hermosura  Se enamoró de un río De su pasado invernal De sus troncos heridos  Se enamoró de un río De su presente fugaz Del remanso escondido  Y acarició la arena Y se abrazó a la espuma Del manantial Cabello de su hermosura  Y lo envolvió la corriente Con su torbellino blanco Y recibió entre los musgos Un masaje de guijarros  Se enamoró de un río Del serpentino ritual De sus pies coralinos  Y acarició la arena Y se abrazó a la espuma Del manantial Cabello de su hermosura  
Pedro Guerra;Sexo;  Estás enfermo Si piensas todo el día en el sexo No es nada bueno, no, no Estar hablando siempre de sexo  Pero hay una mujer desnuda En cada tarro de yogur El cuerpo que jamás soñaste En las hojillas de afeitar En la pasta de los dientes Y a la hora de cenar Esa mujer blanca y desnuda Que se ofrece y que se da  Estás enfermo Si piensas todo el día en el sexo No es nada bueno, no, no Estar hablando siempre de sexo  Pero hay una mujer desnuda Que te trepa por la piel Los pechos que jamás cantaste Flotando en el café En el coche, en el asiento Delantero, está otra vez Esa mujer blanca y desnuda Que te vuelve del revés  Si fuera equilibrado Justo igual por igual El sexo que nos niegan Con el sexo que nos dan En vez de tanto juego Y tanta gente silbando Me pasaría la vida...  Estás enfermo Si piensas todo el día en el sexo No es nada bueno, no, no Estar hablando siempre de sexo  Pero hay una mujer desnuda Dándole al bronceador Y en el frescor de la playa Y de su chicle se mastica su sabor Una mujer desnuda Puede haber incluso dos Esa mujer blanca y desnuda Quién fuera de esa flor  Estás enfermo Si piensas todo el día en el sexo No es nada bueno, no, no Estar hablando siempre de sexo  
Pedro Guerra;Siete Puertas;  Mi casa está en el mar con siete puertas Yo ya no vivo allí pero me esperan El viejo que no entiende mis canciones La plaza los fantasmas los rincones El tiempo de llorar La ganas de cantar Y un niño que se llena de razones  Mi casa está en el mar con siete puertas Yo ya no vivo allí pero me esperan El cubo de pescar de cuando pibe Querer y no saber cómo decirte La madre y el hogar Los pies en el lagar La lluvia y un lugar donde escribirte  Mi casa está en el mar con siete puertas Yo ya no vivo allí pero me esperan La calle el futbolín las emociones La línea que divide las naciones Los días de Taller Mujer que no tendré Y el barro que manchó mis pantalones  Mi casa está en le mar con siete puertas Yo ya no vivo allí pero me esperan La estrecha inmensidad de las ciudades La marca que nos dejan la verdades La fe de transformar Mi casa y mi lugar Y el vino que alegró las amistades  
Pedro Guerra;Síndrome De Altamira;"  La dibujaba Haciendo cestas o cantando Rayo de sol Con una flor en los labios Yendo de casa a la estación...  La dibujaba: En el amor siempre sumando Un si bemol Como la séptima de un cuadro En la humedad del malecón  La magia eterna de pintar Llenar de lienzos la pared Puede que le haga regresar Imagen presa en el cristal El trazo suave del pincel; Como un conjuro que le hará Volver  La dibujaba Toda certeza, tramo a tramo Una canción Entre corcheas y becuadros Desconocida del dolor  La dibujaba Mujer tocando el contrabajo Óleo y color Bajo la sombra de un granado En el descanso del amor  La magia eterna del pintar...  "
Pedro Guerra;Sirinoque;  Y bailan, y bailan Todo el día bailan Y nunca paran Nunca descansan  Luego se acarician Llenos de caricias Y nunca paran Nunca descansan  Y se sienten tiernos Todo el día tiernos Y nunca paran Nunca descansan  Música que suena Como un golpe en el cerebro Que nunca nunca para Nunca, nunca descansa Y bailan, y bailan Y sigan bailando Que este sirinoque Se está terminando  Música que suena Como un golpe en el cerebro Que nunca, nunca para Nunca, nunca, descansa…  
Pedro Guerra;Si Tú Quisieras;  Alguna vez Si tú quisieras, me gustaría Invitarte a pasear  Entre seguritas, calzoncillos, play station Mermeladas y guisantes Un jardín de estanterías, calcetines, cartelera Coliflor, desodorante...  Y ya verás Qué monumento a la poesía La gente que viene y va  Entre mascarilla, hierbabuena, calamares Botellines de cerveza Bolsas de basura, siete pilas de refrescos Berenjena y fruta fresca...  Y consumir, consumir Desesperadamente Consumir, consumir Apasionadamente Consumir, consumir Innecesariamente Consumir, consumir Determinantemente Consumir, consumir Voluptuosamente Consumir, consumir Insolidariamente  Alguna vez Si tú quisieras, me gustaría Invitarte a pasear  Entre bacalao, millo, pilas, pollo, pavo Zapatillas y conservas Difusores, receptores, aspersores, transistores Y una bomba de cisterna...  Te sentirás Un ángel vivo en la economía A la hora de pagar  Entre latas de tomate natural, frito, pelado Discos duros, edredones Árboles de plástico, cubiertos de macetas Bollería, pantalones...  Y consumir, consumir...  
Pedro Guerra;Sombras;  Cuando tú te hayas ido Me envolverán las sombras Cuando tú te hayas ido Con mi dolor a solas  Evocaré el idilio De las azules horas Cuando tú te hayas ido, amor Me envolverán las sombras  Y en la penumbra vaga De la pequeña alcoba Donde una tibia tarde Me acariciabas toda Te buscarán mis manos Te buscará mi boca Y aspiraré en el aire Aquel un olor a rosas Cuando tú te hayas ido, amor Me envolverán las sombras. (bis)  
Pedro Guerra;Somos;"  Después que nos besamos Con el alma y con la vida Te fuiste por la noche De aquella despedida Y yo sentí que al irte Mi pecho sollozaba La confidencia triste De nuestro amor así Somos un sueño imposible Que busca la noche Para olvidarse del tiempo Del mundo y de todo Somos en nuestra quimera Doliente y querida Dos hojas que el viento Juntó en el otoño Somos dos seres en uno Que amando se mueren Para guardar en secreto Lo mucho que quieren Pero qué importa la vida Con esta separación; Somos dos gotas de llanto En una canción Nada más, eso somos Nada más  "
Pedro Guerra;Te lo juro yo;  Yo no me dí cuenta de que te tenía Hasta el mismo día en que te perdí Y vi claramente lo que te quería Cuando ya no había remedio pa' mi  Llévame por calles de hiel y amargura Pónme ligaduras y hasta escúpeme échame en los ojos un puñao de arena Mátame de pena, pero quiéreme  Mira que te llevo dentro de mi corazón Por la salucita de la mare mía te lo juro yo Mira que pa mi en er mundo No hay ná más que tú Y que mi sacais, si digo mentira Se queden sin lú Por ti contaría la arena del mar Por ti yo sería capaz de matar Y que si te miento Me castigue Dios Eso con las manos Sobre el Evangelio Te lo juro yo  Ya no eres la misma que yo conocía La que no veía ná más que por mí Que ahora vas con uno distinto cada día Y en cambio yo muero de celos por ti Claro que la culpa de que esto pasara No la tuvo nadie, nadie más que yo Yo que me reía de que esto acabara Y ahora sufro y lloro porque se acabó  Mira que te llevo dentro de mi corazón...  
Pedro Guerra;Tendencias;  ¿Quién tiende? ¿Quién piensa en lo que tiende? ¿Quién tiende cuando dicen Que todo va a tender? ¿Quién dice lo que tiende?  ¿Y hacia dónde tiende? Tender es lo que tiene… ¿Quién sabe la tendencia Que tenderá a tender? ¿Quién gana cuando tiende?  Adivinos del tender Ya saben lo que tiende Ya saben lo que tiende Culo veo Culo tiendo Y donde tiende Juana Tiende su hermana  ¿Acaso Existe otra tendencia Que no es la que nos tienden? ¿Hay vida más allá? ¿Tiende alguien ahí?  ¿Y qué hace el que no tiende? Tender es lo que tiene… ¿Vivir el limbo insulso De aquel que no tendió De los que no han tendido?  Adivinos del tender Ya saben lo que tiende Ya saben lo que tiende Culo veo Culo tiendo Y donde tiende Juana Tiende su hermana  ¿Quién tiende? ¿Quién piensa en lo que tiende? ¿Quién tiende cuando dicen Que todo va a tender? ¿Quién dice lo que tiende?  Adivinos del tender Ya saben lo que tiende Ya saben lo que tiende Culo veo Culo tiendo Y donde tiende Juana Tiende su hermana  Adivinos del tender Ya saben lo que tiende Ya saben lo que tiende Culo veo Culo tiendo Y donde tiende Juana Tiende su hermana  
Pedro Guerra;Toda una vida;  Toda una vida Me estaría contigo No me importa En qué forma Ni dónde ni cómo Pero junto a ti  Toda una vida Te estaría mimando Te estaría cuidando Como cuido a mi vida Que la vivo por ti  No me cansaría De decirte siempre Pero siempre, siempre Que eres en mi vida Ansiedad, angustia Desesperación  Toda una vida...  
Pedro Guerra;Todo Es Desorden;  No pondré barrotes a los bordes de tu cama No pondré cancelas al dominio de tu piel Pero si amanece y no estás conmigo todo es desorden y andan Con risas los fantasmas bailando con mis pies  No diré las normas imprecisas de los torpes No diré palabras que condenen la pasión Pero si amanece y no estás conmigo todo es desorden y oyes Extraños líos voces dañando el corazón  No seré el guardián de nadie, ni el espía, ni el bandido En el hueco de la cama dormirá el amor herido  No pondré candados a la puerta de tu puerta No tendré la llave del deseo y el rencor Pero si amanece y no estás conmigo todo es desorden y abres Ventanas a la calle y algo se nos quebró  No seré el guardián de nadie, ni el espía, ni el bandido En el hueco de la cama dormirá mi amor herido  
Pedro Guerra;Todo por amor... Carmen;  A los cincuenta las palabras de pronto cambian de intención Donde el pasado era de afecto hoy es un nudo de dolor A los cincuenta Carmen debe re descubrir la luz del sol Con la familia a sus espaldas y un no saber a donde voy Y Carmen que creía que siempre duraría Dejo toda su alma y su cuerpo en ese amor A los cincuenta el hombre busca mirar la flor de otro balcón Otra familia que lo aguarda, y en otros brazos el calor Y Carmen que pensaba que el beso no se acaba Vertió toda su vida en la herida de ese amor  Y ahora Carmen se muere en ese desgarrarse Y ahora Carmen revive y trata de encontrarse Todo por amor, todo por amor  Ahora el amor es ella misma Mirando el rostro del amor Ahora el amor es de los hijos que son el árbol del amor La vida que se estira que gira y que no gira La vida y la esperanza que nacen de la aurora  Y ahora Carmen se muere en ese desgarrarse Y ahora Carmen revive y trata de encontrarse Y ahora Carmen se muere en ese desgarrarse Y ahora Carmen revive y trata de encontrarse Todo por amor, todo por amor  
Pedro Guerra;Topo;  Esta es la historia de un topo que hablaba Pero vivía en silencio Esta es la historia de un topo escondido En un oscuro agujero Un escenario de muertos y huidos Para un relato de topos vencidos Es una historia perdida en el tiempo De los injustos olvidos  Esta es la historia de un pueblo asaltado Acuartelado y dolido Donde después de acabada una guerra Vencieron a los vencidos Pero él vivió su dolor de posguerra Enmarañado como una madeja Y fueron años sin luces ni sombras Oculto en su madriguera  Ay, topo Tú no te marchas En esta casa, a vivir Te quedas Ay, topo Guarda el hocico Que quien te busca Verte no pueda  Esta es la historia de un topo en un hoyo En un desván, tras un muro En una cuadra entre estiércol y vacas En un armario, en un zulo Es una historia de topos fantasmas En el país de las leyes violadas: Fusilamientos, traiciones y bulos Ensañamiento y venganza  Ay, topo Tú no te marchas En esta casa, a vivir Te quedas Ay, topo Guarda el hocico Que quien te busca Verte no pueda  
Pedro Guerra;Un Muchacho De Mi Edad;  A los catorce compró aquel morral Con la foto del Che Y fue aprendiendo que la libertad Es un bien por hacer El Che murió transparente y total Como un rayo de luz Y la esperanza llenó su morral Con canciones del sur  Hay un muchacho que mira hacia atrás Y recuerda que fue Con su papel a ejercer el derecho Que tiene a creer Y ese muchacho ahora piensa que al fin Lo que fue se acabó La transparencia no fue en el país Donde el chico creció  Y tiene mi edad Y el color de mi voz Tan cerca de mí Que podría ser yo  Aquel muchacho creció sin saber Que en su estrecho país No se podía cantar, pero alguno cantó Porque sí Porque la vida es un bien que no debe Causarnos dolor Un bien de todas y todos los sexos Y tribus del sol  Y se pregunta si ya no es posible Encontrar la verdad Si en la impureza perdimos el rastro De la honestidad La transparencia, las buenas ideas Que un día pensó Eran la causa de todo discurso Y de toda canción  Y tiene mi edad Y el color de mi voz Tan cerca de mí Que podría ser yo  
Pedro Guerra;Vamonos;  Que no somos iguales Dice la gente Que tu vida y mi vida Se van a perder  Que yo soy un canalla Y que tú eres decente Que dos seres distintos No se pueden querer  Pero yo ya te quise Y no te obligo Y si vienes conmigo Es por amor  Yo no entiendo esas cosas De las clases sociales Sólo se que me quieres Y que te quiero yo  Vámonos Donde nadie nos juzgue Donde nadie nos diga Que hacemos mal  Vámonos Alejados del mundo Donde no haya justicia Ni leyes, ni nada Nomás nuestro amor  Vámonos...  Que no somos iguales Dice la gente  
Pedro Guerra;Vete de mi;  Tú, que llenas todo de alegría y juventud Y ves fantasmas en la noche de trasluz Y oyes el canto perfumado del azul Vete de mí  No te detengas a mirar Las ramas viejas del rosal Que se marchitan sin dar flor  Mira el paisaje del amor Que es la razón para soñar Y amar  Yo, que ya he luchado contra toda la maldad Tengo las manos tan deshechas de apretar Que ni te puedo sujetar Vete de mí  Seré en tu vida lo mejor De la neblina del ayer Cuando me llegues a olvidar Como es mejor el verso aquel Que no podemos recordar  Tú, que llenas todo de alegría y juventud...  
Pedro Guerra;Volver;  Volver a los diecisiete después de vivir un siglo Es como descifrar signos sin ser sabio competente Volver a ser de repente tan frágil como un segundo Volver a los diecisiete después de vivir un siglo Es como descifrar signos sin ser sabio competente Volver a ser de repente tan frágil como un segundo Volver a sentir profundo como un niño frente a dios Eso es lo que siento yo en este instante fecundo  Se va enredando, enredando Como en el muro la hiedra Y va brotando, brotando Como el musguito en la piedra Como el musguito en la piedra, ay si, si, si  Mi paso retrocedido cuando el de usted es avance El arca de las alianzas ha penetrado en mi nido Con todo su colorido se ha paseado por mis venas Y hasta la dura cadena con que nos ata el destino Es como un diamante fino que alumbra mi alma serena  Se va enredando, enredando Como en el muro la hiedra Y va brotando, brotando Como el musguito en la piedra Como el musguito en la piedra, ay si, si, si  Lo que puede el sentimiento no lo ha podido el saber Ni el más claro proceder, ni el más ancho pensamiento Todo lo cambia al momento cual mago condescendiente Nos aleja dulcemente de rencores y violencias Solo el amor con su ciencia nos vuelve tan inocentes  Se va enredando, enredando Como en el muro la hiedra Y va brotando, brotando Como el musguito en la piedra Como el musguito en la piedra, ay si, si, si  El amor es torbellino de pureza original Hasta el feroz animal susurra su dulce trino Detiene a los peregrinos, libera a los prisioneros El amor con sus esmeros al viejo lo vuelve niño Y al malo sólo el cariño lo vuelve puro y sincero  Se va enredando, enredando Como en el muro la hiedra Y va brotando, brotando Como el musguito en la piedra Como el musguito en la piedra, ay si, si, si  De par en par la ventana se abrió como por encanto Entró el amor con su manto como una tibia mañana Al son de su bella diana hizo brotar el jazmín Volando cual serafín al cielo le puso aretes Mis años en diecisiete los convirtió el querubín  
Pedro Guerra;Volver a los 17;  Volver a los diecisiete después de vivir un siglo Es como descifrar signos sin ser sabio competente Volver a ser de repente tan frágil como un segundo Volver a los diecisiete después de vivir un siglo Es como descifrar signos sin ser sabio competente Volver a ser de repente tan frágil como un segundo Volver a sentir profundo como un niño frente a dios Eso es lo que siento yo en este instante fecundo  Se va enredando, enredando Como en el muro la hiedra Y va brotando, brotando Como el musguito en la piedra Como el musguito en la piedra, ay si, si, si  Mi paso retrocedido cuando el de usted es avance El arca de las alianzas ha penetrado en mi nido Con todo su colorido se ha paseado por mis venas Y hasta la dura cadena con que nos ata el destino Es como un diamante fino que alumbra mi alma serena  Se va enredando, enredando Como en el muro la hiedra Y va brotando, brotando Como el musguito en la piedra Como el musguito en la piedra, ay si, si, si  Lo que puede el sentimiento no lo ha podido el saber Ni el más claro proceder, ni el más ancho pensamiento Todo lo cambia al momento cual mago condescendiente Nos aleja dulcemente de rencores y violencias Solo el amor con su ciencia nos vuelve tan inocentes  Se va enredando, enredando Como en el muro la hiedra Y va brotando, brotando Como el musguito en la piedra Como el musguito en la piedra, ay si, si, si  El amor es torbellino de pureza original Hasta el feroz animal susurra su dulce trino Detiene a los peregrinos, libera a los prisioneros El amor con sus esmeros al viejo lo vuelve niño Y al malo sólo el cariño lo vuelve puro y sincero  Se va enredando, enredando Como en el muro la hiedra Y va brotando, brotando Como el musguito en la piedra Como el musguito en la piedra, ay si, si, si  De par en par la ventana se abrió como por encanto Entró el amor con su manto como una tibia mañana Al son de su bella diana hizo brotar el jazmín Volando cual serafín al cielo le puso aretes Mis años en diecisiete los convirtió el querubín  
